DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions
Mexican Bison Bake with Cilantro-Lime Cream,4.25,11,The Bison Council,20,6,375,20 m,35 m,55 m,"['6 ounces dried penne pasta', '1 pound ground bison', '2 cloves garlic, minced', '1 (15 ounce) can black beans, rinsed and drained', '1 (14.5 ounce) can diced tomatoes, undrained', '3/4 cup salsa', '1 teaspoon dried oregano', '1 teaspoon ground cumin', '1 teaspoon chili powder', '1/2 cup crushed tortilla chips (optional)', '1/2 cup shredded Cheddar cheese', '1 tablespoon sliced green onion', 'Cilantro-Lime Cream:', '2/3 cup sour cream', '3 tablespoons sliced green onions', '1 tablespoon chopped fresh cilantro', '1/2 teaspoon finely shredded lime zest']","['Preheat oven to 350 degrees F. Cook pasta according to package directions; drain. Cover and keep warm.', 'Meanwhile, cook ground bison and garlic over medium heat in a large skillet until meat is brown. Drain off fat.', 'Stir cooked pasta into the cooked, drained ground bison in the skillet. Stir in beans, undrained tomatoes, salsa, oregano, cumin, and chili powder.', 'Transfer mixture to an ungreased 2-quart baking dish or casserole. Bake, uncovered, for 30 minutes or until heated through. Sprinkle with tortilla chips (if using) and cheese. Bake, uncovered, for 5 more minutes or until cheese is melted. Sprinkle with the 1 tablespoon green onion and serve with Cilantro-Lime Cream.', 'Cilantro-Lime Cream: Combine sour cream, the 3 tablespoons green onions, the cilantro, and lime zest in a small bowl. Cover and chill until ready to serve.', '']"
BBQ Bison Phyllo Bites,4.66666650772095,2,The Bison Council,3,30,119,40 m,12 h 10 m,12 h 50 m,"['1 (4.5 pound) bison brisket', '1 1/2 cups beef broth', '1/4 cup Worcestershire sauce', '3 tablespoons cider vinegar', '4 teaspoons chili powder', '1/4 teaspoon cayenne pepper', '3 cloves garlic, minced', '1/2 cup bottled barbecue sauce', '2 (1.9 ounce) packages baked miniature phyllo dough shells', '1/2 cup shredded Cheddar cheese', 'Sour cream', 'Chopped fresh cilantro']","['Cut bison brisket into 2-inch pieces. Place bison brisket pieces in a 4- to 5-quart slow cooker. Combine broth, Worcestershire sauce, vinegar, chili powder, cayenne pepper, and garlic in a medium bowl. Pour over bison pieces in slow cooker. Cover and cook on low for 12 hours. Remove bison brisket pieces from cooker and place in large bowl; discard cooking juices. Use two forks to shred bison pieces. Reserve 2 cups of the shredded bison brisket in the bowl. Package the remaining shredded bison brisket in 2-cup portions in airtight containers. Chill for up to 3 days or freeze for up to 3 months.*', 'Preheat oven to 375 degrees F. Arrange phyllo dough shells in a 15x10x1-inch baking pan. Stir barbecue sauce into the reserved 2 cups shredded bison in the bowl. Divide shredded bison evenly among phyllo shells. Top evenly with shredded cheese.', 'Bake, uncovered, for 10 minutes or until heated through. Top with sour cream and cilantro.', '']"
Ground Bison Breakfast Tacos with Pineapple Salsa,4,2,The Bison Council,6,6,369,15 m,10 m,25 m,"['1 pound ground bison', '1/2 cup chopped onion', '1 teaspoon ground cumin', '1/2 teaspoon salt', '1/4 teaspoon ground coriander', '1/8 teaspoon cayenne pepper, or more to taste', '2 tablespoons water', '6 eggs', '1/4 cup milk', '12 corn taco shells or 6-inch corn tortillas, heated according to package directions', '3/4 cup shredded Cheddar cheese', 'Pineapple Salsa:', '1 cup diced fresh pineapple', '1/3 cup diced red bell pepper', '1/4 cup chopped red onion', '2 tablespoons chopped fresh cilantro', '2 tablespoons lime juice', '1 fresh jalapeno chile pepper, seeded and finely chopped (optional)', '1/4 teaspoon salt']","['Cook ground bison and onion over medium heat in a large skillet until ground bison is brown and onion is tender. Drain off fat. Stir in cumin, salt, coriander, cayenne pepper, and water. Cook and stir for 2 minutes.', 'Whisk eggs and milk in a medium bowl. Add to ground bison mixture in skillet. As the mixture sets, run a spatula around the edge of the skillet, lifting egg mixture so uncooked portion flows underneath. Continue cooking and lifting for 2 minutes or until egg mixture is almost set.', 'Evenly divide ground bison mixture between taco shells. Sprinkle with cheese. Serve with Pineapple Salsa.', 'Pineapple Salsa: Stir together pineapple, bell pepper, onion, cilantro, lime juice, jalapeno pepper (if using), and salt in a medium bowl. Refrigerate for up to 24 hours.', '']"
Cheesy Bison Pepperoni Pizza Turnovers,4.5,2,The Bison Council,1,9,196,30 m,15 m,45 m,"['1 (13.8 ounce) package refrigerated pizza dough', '3/4 cup bison sausage with pepperoni seasoning', '3/4 cup shredded mozzarella cheese', '1/2 cup pizza sauce', '3 tablespoons sliced green onions', 'Milk', '1/4 cup grated Parmesan cheese', 'Pizza sauce, warmed']","['Preheat oven to 400 degrees F. Line a baking sheet with foil; grease foil. Set baking sheet aside. Unroll pizza dough onto a lightly floured surface. Roll dough into a 15-inch square. Cut dough into nine 5-inch squares.', 'For filling, combine bison pepperoni, mozzarella cheese, the 1/2 cup pizza sauce, and the green onions in a medium bowl. Place about 3 tablespoons of the filling on each dough square. Fold one corner of each square over filling to the opposite corner, stretching dough as needed to cover the filling. Seal edges and prick tops with a fork.', 'Place turnovers on the prepared baking sheet. Brush lightly with milk and sprinkle with Parmesan cheese. Bake for 15 to 18 minutes or until golden brown. Serve with additional warm pizza sauce.', '']"
Italian Layered Salad with Bison Pepperoni,4.75,4,The Bison Council,6,8,331,20 m,,20 m,"['6 cups shredded romaine lettuce', '1 cup cherry or grape tomatoes, halved', '1 cup chopped yellow bell pepper', '1 cup chopped fennel bulb', '1 1/2 cups cubed fresh mozzarella cheese', '1 (8 ounce) package bison sausage with pepperoni seasoning', 'Basil-Sour Cream Dressing:', '2/3 cup mayonnaise', '2/3 cup sour cream', '1/4 cup milk', '1/4 cup chopped fresh basil', '1/2 teaspoon salt', '1/4 teaspoon black pepper']","['In the bottom of a 3-quart clear bowl place 3 cups of the romaine. Layer in the following order: tomatoes, bell peppers, fennel, the remaining 3 cups romaine, the mozzarella cheese, and bison pepperoni. Spoon Basil-Sour Cream Dressing over salad. Serve immediately or cover tightly and chill for up to 24 hours before serving.', 'Basil-Sour Cream Dressing', 'Combine mayonnaise, sour cream, milk, basil, salt, and black pepper in a medium bowl.', '']"
Glazed Brussels Sprouts with Bison Bacon,4.53333330154419,12,The Bison Council,35,8,108,30 m,20 m,50 m,"['8 slices bison bacon', '2 pounds Brussels sprouts, trimmed and halved', '1 tablespoon olive oil, or as needed', '1 tablespoon butter', '3 cloves garlic, minced', '1/2 cup balsamic vinegar', '1/2 teaspoon salt', '1/8 teaspoon black pepper']","['Preheat oven to 425 degrees F. Cook bison bacon over medium heat in a large skillet for 5 to 6 minutes or until crisp, turning occasionally. If necessary, drain on paper towels. Cool slightly. Cut into bite-size pieces; set aside.', 'Spread Brussels sprouts in a single layer in a 15x10x1-inch baking pan. Drizzle with oil. Bake for 20 to 25 minutes or until crisp-tender, stirring once or twice.', 'Meanwhile, for glaze, melt butter over medium heat in a large skillet. Cook garlic in hot butter for 30 seconds. Add balsamic vinegar, salt, and pepper. Cook and stir for 5 to 7 minutes or until sauce is thickened and reduced to about 1/4 cup. Add Brussels sprouts to skillet; stir to coat.', 'To serve, sprinkle bison bacon pieces over Brussels sprouts.', '']"
"Bison Sausage, Apple and Sage Strata",5,1,The Bison Council,4,8,,30 m,42 m,1 h 22 m,"['Nonstick cooking spray', '1 pound bison breakfast sausage', '1 medium onion, chopped', '2 tart cooking apples, cored and chopped', '8 eggs', '2 cups milk', '1 tablespoon chopped fresh sage leaves', '1/4 teaspoon black pepper', '1 (12 ounce) loaf firm-textured French or Italian bread, cut into 1-inch cubes', '1 cup shredded provolone cheese']","['Preheat oven to 350 degrees F. Coat a 3-quart rectangular baking dish with cooking spray; set aside. Cook bison sausage and onion over medium heat in an extra-large skillet until bison sausage is brown. Add apple and cook for 5 more minutes. Drain off fat.', 'Whisk eggs, milk, sage, and pepper in a large bowl.', 'Place bread cubes in prepared baking dish. Top with bison sausage mixture and the cheese. Gently mix to evenly distribute ingredients. Pour egg mixture over bread mixture.', 'Bake, uncovered, for 40 to 45 minutes or until a knife inserted near the center comes out clean. Let stand for 10 minutes before serving.', '']"
Asian Noodle Bowl,3.88888883590698,16,The Bison Council,24,4,,25 m,5 m,40 m,"['1 pound bison skirt steak or bison ribeye steak', '2 tablespoons soy sauce', '1 (14.5 ounce) can beef broth', '2 cups water', '6 ounces vermicelli rice noodles or angel hair pasta', '3/4 cup purchased peanut sauce', '2 cups bite-size broccoli florets', '2 medium carrots, cut into thin bite-size strips', '1/4 cup chopped peanuts', '2 sliced green onions', '2 tablespoons chopped fresh cilantro (optional)', 'Asian chili sauce (Sriracha sauce) (optional)', 'Soy sauce (optional)']","['Preheat broiler. Place bison skirt steak on the unheated rack of a broiler pan. Brush both sides of bison skirt steak with the 2 tablespoons soy sauce. Broil 4 to 5 inches from the heat for 5 to 6 minutes or until an instant-read thermometer registers 145 degrees F, turning once. Cover with foil and let stand for 10 minutes.', 'Meanwhile, bring broth and water to boiling over medium-high heat in a large saucepan. Add vermicelli noodles and cook, uncovered, for 3 minutes or until noodles are tender. Use kitchen scissors to snip the noodle strands into smaller pieces. Stir in peanut sauce, broccoli, and carrots. Remove from heat. Cover and let stand for 10 minutes.', 'Thinly slice bison skirt steak against the grain into bite-size pieces. Divide noodle mixture among 4 bowls. Top with bison skirt steak pieces. Sprinkle with peanuts and green onions or cilantro. If desired, serve with Asian chili sauce and additional soy sauce.', '']"
Sizzling Bison Steak Stir-Fry,4.55555534362793,8,The Bison Council,15,4,370,20 m,10 m,1 h,"['2 (9 ounce) bison ribeye steaks', '1 1/4 cups reduced-sodium beef broth', '1/2 cup teriyaki sauce', '2 tablespoons cornstarch', '1 teaspoon grated fresh ginger', '1/4 teaspoon crushed red pepper, or to taste', '1 tablespoon sesame oil', '2 cups broccoli florets', '1 cup sliced carrots', '1 cup chopped red or green bell pepper', '1 cup sliced fresh mushrooms', '1 (8 ounce) can bamboo shoots, drained', 'Hot cooked brown rice', 'Crushed red pepper (optional)', 'Toasted sesame seeds (optional)']","['If desired, partially freeze bison ribeye steak for easier slicing (about 30 minutes). Thinly slice bison ribeye steak across the grain into bite-size strips; set aside.', 'For sauce, combine broth, teriyaki sauce, cornstarch, ginger, and the 1/4 teaspoon crushed red pepper in a medium bowl; set aside.', 'Heat oil over medium-high heat in a large skillet or wok. Cook broccoli, carrots, bell pepper, mushrooms, and bamboo shoots in hot oil for 3 to 4 minutes or until vegetables are crisp-tender. Remove vegetables from skillet.', 'Add bison ribeye strips, half at a time, to hot skillet. (Add more oil if necessary). Cook and stir for 2 to 3 minutes or until bison ribeye strips are slightly pink in the center. Push bison ribeye strips from center of skillet. Stir sauce. Add sauce to center of skillet. Cook and stir until thickened and bubbly. Return cooked vegetables to skillet; stir to coat all ingredients with sauce. Cook and stir for 1 to 2 minutes more or until heated through. Serve with rice. If desired, sprinkle with additional crushed red pepper and toasted sesame seeds.', '']"
Caprese Bison Sirloin Steak with Bow Tie Pasta,4.25,4,The Bison Council,10,4,599,25 m,16 m,41 m,"['4 (6 ounce) bison top sirloin steaks', 'Salt and black pepper', '1 tablespoon vegetable oil', '6 ounces dried bow tie (farfalle) pasta', '1/2 cup purchased basil pesto', '2 cups halved grape tomatoes', '1 cup cubed fresh mozzarella ', 'Extra-virgin olive oil', 'Chopped fresh basil']","['Season bison sirloin steaks with salt and pepper. Heat the 1 tablespoon oil over medium heat in a large heavy skillet. Cook bison sirloin steaks in hot oil for 16 to 18 minutes or until an instant-read thermometer registers 145 degrees F, turning once. Top each bison steak with 1 tablespoon of the pesto. Cover skillet and let stand for 3 minutes. Remove bison sirloin steaks from skillet and thinly slice.', 'Meanwhile, cook pasta according to package directions; drain. Toss the cooked pasta, the remaining pesto, the tomatoes, and mozzarella in a large bowl. Serve with the sliced bison sirloin steaks. Drizzle with olive oil and sprinkle with basil.', '']"
Hearty Cranberry-Bison Stew,4.66666650772095,8,The Bison Council,11,8,259,30 m,2 h,2 h 30 m,"['1/2 cup all-purpose flour', '2 pounds bison chuck roast, cut into 3/4-inch cubes, or bison stew meat', '3 tablespoons vegetable oil', '2 (14.5 ounce) cans beef broth', '2 cups cranberry juice or cranberry juice cocktail', '1 1/2 cups fresh cranberries, rinsed', '1/2 cup chopped onion', '1 teaspoon dried thyme', '1 teaspoon dried marjoram', '1 tablespoon sugar', '1 teaspoon salt', '1/2 teaspoon black pepper', '2 cups frozen cut green beans', '1 1/2 cups chopped carrots', '1 cup sliced celery']","['Reserve 1/4 cup of the flour. Place the remaining flour in a resealable plastic bag. Add bison chuck roast cubes, a few at a time, shaking to coat. Heat oil over medium-high in a 5- to 6- quart Dutch oven or pot. Brown bison cubes in batches on all sides in hot oil. Drain off fat. Stir in 3 cups of the broth, the cranberry juice, cranberries, onion, thyme, marjoram, sugar, salt, and pepper. Bring to boiling; reduce heat. Simmer, covered, for 1 hour.', 'Stir in green beans, carrots, and celery. Simmer, covered, for 1 more hour or until bison and vegetables are tender. Stir the remaining 1/2 cup broth and the reserved 1/4 cup flour in a small bowl until smooth; stir into stew. Cook and stir until thickened and bubbly; cook and stir 1 more minute.', '']"
Stuffed Bison Burgers with Caramelized Figs and Shallots,4.69999980926514,8,The Bison Council,11,4,615,30 m,27 m,1 h 12 m,"['1 cup pomegranate juice or cranberry juice', '1/2 cup chopped dried figs, stems removed', '2 tablespoons butter', '1/2 cup thinly sliced shallots', '1 teaspoon honey', '1 tablespoon chopped fresh thyme', '1 egg, lightly beaten', '2 pounds ground bison', '1/4 cup soft bread crumbs', '2 tablespoons Worcestershire sauce', '2 tablespoons milk', '2 cloves garlic, minced', '1/2 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '4 slices Gruyere cheese', '4 slices toasted French bread']","['Bring pomegranate juice just to boiling over medium-high heat in a small saucepan. Add figs. Remove pan from heat and let stand for 15 minutes. Drain figs; set aside.', 'For filling, melt butter over medium-high heat in a large skillet. Cook shallots in hot butter for 3 to 5 minutes or until shallots are tender. Stir in drained figs and honey. Reduce heat to low. Cook, stirring occasionally, for 6 to 8 more minutes or until shallots are golden brown. Stir in thyme. Cool slightly.', 'Combine egg, ground bison, bread crumbs, Worcestershire sauce, milk, garlic, salt, and pepper in a large bowl. Shape mixture into 8 patties. Spoon filling evenly onto half of bison patties to 1/2-inch of edges. Top with remaining bison patties; pinch edges to seal.', 'For charcoal grill, arrange preheated coals around a drip pan. Test for medium heat above pan. Place bison patties over drip pan on grill rack. Cover and grill for 16 to 22 minutes or until done (160 degrees F), turning once halfway through. (For gas grill, preheat grill. Reduce heat to medium. Adjust for indirect grilling. Grill as above.) Top with cheese. Cover; cook 1 to 2 minutes more or until cheese melts. Serve bison patties open face on French bread slices.', '']"
